70年,非共有,86264,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-03-27,3室1厅1厨2卫,平层,板楼,2004年建/板楼,商品房,中楼层 (共10层),136.79㎡,天乐园,朝阳奥林匹克公园,2005-08-10,一梯两户,精装,1180
70年,非共有,106726,有,暂无数据,已上传房本照片,公寓,满两年,南,集中供暖,2018-03-25,2室2厅1厨2卫,平层,塔楼,2007年建/塔楼,商品房,高楼层 (共14层),127.43㎡,瑞士公寓,东城朝阳门外,2014-07-15,两梯五户,其他,1360
70年,非共有,78806,有,无抵押,已上传房本照片,普通住宅,满五年,东北,集中供暖,2018-03-25,2室1厅1厨2卫,平层,板塔结合,2008年建/板塔结合,商品房,中楼层 (共26层),107.86㎡,中广宜景湾,朝阳望京,2010-05-15,两梯六户,简装,850
70年,非共有,93077,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-03-19,2室2厅1厨1卫,平层,板楼,1996年建/板楼,已购公房,低楼层 (共6层),65㎡,志新北里,海淀二里庄,1999-07-20,一梯四户,简装,605
70年,非共有,83630,无,有抵押 140万元 客户偿还,已上传房本照片,普通住宅,满两年,东 西,集中供暖,2018-03-22,2室1厅1厨1卫,平层,板楼,1980年建/板楼,商品房,高楼层 (共6层),50.7㎡,索家坟,海淀新街口,2016-01-20,一梯两户,精装,424
70年,非共有,118271,有,有抵押 200万元 兴业银行亚运村支行 客户偿还,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-03-21,2室1厅1厨1卫,平层,板塔结合,1990年建/板塔结合,商品房,高楼层 (共16层),61.3㎡,三里河二区,西城月坛,2016-01-12,两梯六户,简装,725
70年,非共有,58589,有,暂无数据,已上传房本照片,普通住宅,满两年,西南,集中供暖,2018-03-09,3室1厅1厨1卫,平层,塔楼,1993年建/塔楼,已购公房,低楼层 (共19层),75.1㎡,松榆里,朝阳潘家园,2014-12-26,两梯八户,简装,440
70年,非共有,70551,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-03-15,3室2厅1厨2卫,平层,板楼,2007年建/板楼,商品房,低楼层 (共12层),143.16㎡,风景club,丰台草桥,2008-05-04,一梯两户,简装,1010
70年,非共有,32178,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-03-09,3室1厅1厨2卫,平层,板楼,1998年建/板楼,商品房,低楼层 (共6层),127.42㎡,名流花园,昌平北七家,2009-09-04,一梯两户,简装,410
70年,非共有,149378,无,无抵押,已上传房本照片,普通住宅,满两年,东,集中供暖,2018-03-09,1室1厅1厨1卫,平层,板楼,1990年建/板楼,商品房,低楼层 (共6层),48.2㎡,六铺炕一区,西城六铺炕,2015-02-10,一梯四户,精装,720
70年,非共有,96122,有,无抵押,已上传房本照片,普通住宅,满五年,南,自供暖,2018-03-08,2室1厅1厨1卫,平层,板塔结合,2004年建/板塔结合,私产,顶层 (共17层),89.47㎡,新景家园东区,东城崇文门,2006-06-29,两梯两户,其他,860
70年,非共有,133712,无,有抵押 客户偿还,已上传房本照片,普通住宅,满两年,东 西,集中供暖,2018-03-06,2室1厅1厨1卫,平层,板楼,1989年建/板楼,商品房,高楼层 (共6层),61.7㎡,小石桥胡同3号院,西城六铺炕,2014-06-13,一梯三户,其他,825
70年,非共有,117499,有,无抵押,已上传房本照片,公寓,满五年,东,集中供暖,2018-03-04,2室1厅1厨2卫,平层,塔楼,2005年建/塔楼,商品房,低楼层 (共24层),110.64㎡,新城国际,朝阳东大桥,2006-08-01,三梯五户,精装,1300
70年,非共有,58260,有,有抵押 300万元 中信银行 业主自还,已上传房本照片,普通住宅,满五年,东北,集中供暖,2018-03-05,3室1厅1厨2卫,平层,塔楼,2000年建/塔楼,一类经济适用房,中楼层 (共18层),140.75㎡,今日家园,海淀五棵松,2003-12-04,两梯十户,精装,820
70年,非共有,76075,有,有抵押 65万元 公积金中心交通银行 业主自还,已上传房本照片,普通住宅,满两年,西北,集中供暖,2018-01-25,1室1厅1厨1卫,平层,板塔结合,2005年建/板塔结合,商品房,中楼层 (共18层),59.81㎡,华纺易城,朝阳朝青,2014-02-18,两梯五户,精装,455
70年,非共有,63999,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-01-14,3室1厅1厨2卫,平层,板楼,2004年建/板楼,私产,低楼层 (共18层),98.44㎡,第七街区,丰台岳各庄,2005-11-22,两梯四户,精装,630
70年,共有,92100,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-01-16,3室2厅1厨2卫,跃层,板塔结合,2001年建/板塔结合,商品房,底层 (共16层),152.01㎡,韦伯豪家园,海淀魏公村,2009-07-14,一梯四户,简装,1400
70年,非共有,65704,有,无抵押,已上传房本照片,普通住宅,满五年,东南,集中供暖,2018-01-24,3室2厅1厨2卫,复式,塔楼,2007年建/塔楼,私产,中楼层 (共15层),159.81㎡,风景club,丰台草桥,2008-05-17,两梯八户,精装,1050
70年,非共有,86828,无,无抵押,已上传房本照片,普通住宅,满五年,东 西,集中供暖,2018-07-03,3室2厅1厨1卫,平层,板楼,1990年建/板楼,已购公房,中楼层 (共6层),80.62㎡,慧忠里,朝阳亚运村,2013-10-12,一梯两户,其他,700
70年,非共有,89011,无,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-06-30,1室1厅1厨1卫,平层,板楼,1995年建/板楼,已购公房,中楼层 (共6层),45.5㎡,志新西路七号院,海淀二里庄,2000-04-21,一梯三户,简装,405
70年,非共有,59375,有,有抵押 300万元 农商 客户偿还,已上传房本照片,普通住宅,满两年,东南,集中供暖,2018-06-29,2室1厅1厨1卫,平层,板塔结合,2007年建/板塔结合,商品房,高楼层 (共26层),107.79㎡,国美第一城3号院,朝阳朝青,2017-01-05,两梯五户,精装,640
70年,非共有,95680,无,无抵押,已上传房本照片,普通住宅,满两年,东南,自供暖,2018-07-02,2室2厅1厨1卫,平层,板楼,2004年建/板楼,商品房,顶层 (共6层),92.81㎡,绿波漫板,海淀四季青,2015-07-21,一梯两户,精装,888
70年,非共有,46246,无,暂无数据,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-27,2室2厅1厨1卫,平层,板楼,1995年建/板楼,商品房,底层 (共6层),89.09㎡,万科城市花园,顺义后沙峪,2009-05-31,一梯两户,其他,412
70年,非共有,49809,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-30,3室1厅1厨2卫,平层,板楼,2013年建/板楼,商品房,低楼层 (共9层),135.52㎡,长阳半岛怡和路8号院,房山长阳,2014-01-15,一梯两户,精装,675
70年,非共有,39570,有,有抵押 80万元 兴业银行 客户偿还,已上传房本照片,普通住宅,满两年,南 北,自供暖,2018-06-27,3室2厅1厨2卫,平层,板楼,2014年建/板楼,商品房,中楼层 (共9层),133.94㎡,鲁能7号院颐景溪园,顺义马坡,2017-01-11,一梯两户,简装,530
70年,非共有,91503,有,无抵押,已上传房本照片,普通住宅,满五年,南 西 北,集中供暖,2018-06-25,3室2厅1厨2卫,平层,板楼,2009年建/板楼,商品房,低楼层 (共11层),163.82㎡,远洋万和城B区,朝阳亚运村小营,2010-07-29,一梯两户,精装,1499
70年,非共有,68434,有,无抵押,已上传房本照片,普通住宅,满五年,南 西 北,自供暖,2018-06-25,4室2厅1厨1卫,平层,板楼,2002年建/板楼,商品房,底层 (共14层),149.05㎡,益城园,丰台马家堡,2009-12-08,一梯两户,简装,1020
70年,非共有,44367,有,有抵押 50万元 建行 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-21,3室2厅1厨2卫,平层,板塔结合,2007年建/板塔结合,商品房,顶层 (共16层),119.46㎡,首邑上城,大兴枣园,2008-12-04,一梯两户,精装,530
70年,非共有,80592,有,无抵押,已上传房本照片,普通住宅,满五年,东,集中供暖,2018-06-23,2室1厅1厨1卫,平层,塔楼,2002年建/塔楼,商品房,中楼层 (共16层),105.47㎡,广信嘉园,西城长椿街,2009-11-12,两梯六户,精装,850
70年,非共有,93778,有,无抵押,已上传房本照片,普通住宅,满五年,东南,自供暖,2018-06-14,2室1厅1厨1卫,平层,塔楼,2002年建/塔楼,二类经济适用房,顶层 (共17层),78.91㎡,望河园,海淀四季青,2012-03-12,两梯十户,简装,740
70年,共有,49386,有,有抵押 30万元 工行 客户偿还,已上传房本照片,普通住宅,满两年,东 南 北,集中供暖,2018-06-14,2室1厅1厨1卫,平层,板塔结合,2009年建/板塔结合,私产,低楼层 (共15层),87.88㎡,世嘉博苑,大兴西红门,2015-05-05,一梯两户,精装,434
70年,非共有,78196,有,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-06-18,2室1厅1厨1卫,平层,板楼,1988年建/板楼,商品房,中楼层 (共16层),66.5㎡,安华西里社区,朝阳安贞,2007-01-12,一梯六户,精装,520
70年,非共有,99879,有,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-06-09,2室1厅1厨1卫,平层,塔楼,1992年建/塔楼,已购公房,高楼层 (共16层),66.08㎡,学院南路72号院,海淀白石桥,2006-07-28,两梯七户,精装,660
70年,非共有,56672,有,有抵押 120万元 建设银行 业主自还,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-06-18,2室1厅1厨1卫,平层,塔楼,1991年建/塔楼,商品房,中楼层 (共15层),69.7㎡,蒲黄榆路,丰台蒲黄榆,2016-02-03,两梯十户,精装,395
70年,非共有,67824,有,无抵押,已上传房本照片,普通住宅,满五年,东 北,集中供暖,2018-06-07,2室1厅1厨1卫,平层,板塔结合,2006年建/板塔结合,商品房,低楼层 (共21层),100.26㎡,远洋山水,石景山鲁谷,2008-04-01,两梯五户,精装,680
70年,共有,92138,有,有抵押 60万元,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-06-07,2室1厅1厨1卫,平层,塔楼,2000年建/塔楼,商品房,低楼层 (共25层),89.54㎡,汉荣家园,海淀知春路,2016-01-19,两梯十户,精装,825
70年,非共有,35740,有,有抵押 460万元 房互网,已上传房本照片,普通住宅,满五年,西北,集中供暖,2018-06-06,3室2厅1厨2卫,平层,塔楼,2004年建/塔楼,商品房,高楼层 (共28层),139.9㎡,京贸国际公寓,通州通州北苑,2010-08-30,三梯十二户,精装,500
70年,共有,119969,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-05,3室1厅1厨1卫,平层,板楼,1981年建/板楼,商品房,中楼层 (共5层),63.1㎡,黄庄小区,海淀中关村,2009-09-11,一梯两户,精装,757
70年,非共有,81015,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-06-05,3室2厅1厨2卫,平层,板楼,2001年建/板楼,商品房,中楼层 (共14层),159.23㎡,嘉铭桐城A区,朝阳亚运村小营,2008-02-04,两梯两户,简装,1290
70年,非共有,72160,有,无抵押,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-06-01,2室1厅1厨1卫,平层,塔楼,1984年建/塔楼,商品房,顶层 (共16层),59.59㎡,小黄庄前街13号院,朝阳安贞,2014-12-01,两梯八户,精装,430
70年,非共有,68687,有,无抵押,已上传房本照片,普通住宅,满两年,东南,集中供暖,2018-06-03,3室1厅1厨1卫,平层,塔楼,2001年建/塔楼,商品房,中楼层 (共24层),106.28㎡,世安家园,朝阳望京,2014-12-08,三梯十二户,毛坯,730
70年,非共有,41448,有,有抵押 160万元 中国建设银行门头沟支行 客户偿还,已上传房本照片,普通住宅,满两年,东 南 北,集中供暖,2018-05-30,3室1厅1厨1卫,平层,板楼,2008年建/板楼,商品房,中楼层 (共18层),115.81㎡,临镜苑,门头沟滨河西区,2016-12-16,一梯两户,精装,480
70年,非共有,63330,有,有抵押 100万元,已上传房本照片,普通住宅,满两年,东南,集中供暖,2018-05-29,2室1厅1厨1卫,平层,塔楼,1992年建/塔楼,商品房,高楼层 (共25层),66.32㎡,芳星园一区,丰台方庄,2016-05-06,两梯八户,精装,420
70年,非共有,74627,有,暂无数据,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-05-31,1室1厅1厨1卫,平层,塔楼,1991年建/塔楼,商品房,中楼层 (共24层),46.9㎡,太平桥小区,丰台太平桥,2008-07-03,两梯八户,其他,350
70年,共有,63064,有,有抵押 320万元 光大银行 客户偿还,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2018-05-29,3室2厅1厨2卫,平层,塔楼,2011年建/塔楼,商品房,低楼层 (共20层),137.48㎡,中海城香克林,朝阳成寿寺,2016-02-24,两梯四户,精装,867
70年,非共有,63765,无,有抵押 75万元 工商银行北京朝阳支行 业主自还,已上传房本照片,普通住宅,满两年,南 西 北,集中供暖,2018-05-26,2室1厅1厨1卫,平层,板楼,1984年建/板楼,商品房,中楼层 (共6层),55.36㎡,双井北里,朝阳双井,2016-02-29,一梯三户,精装,353
70年,非共有,91797,有,暂无数据,已上传房本照片,普通住宅,满两年,东 南 西北,集中供暖,2018-05-27,3室1厅1厨1卫,平层,塔楼,1999年建/塔楼,商品房,高楼层 (共19层),103.49㎡,今典花园,海淀小西天,2015-01-09,两梯十户,精装,950
70年,非共有,59931,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-05-24,2室1厅1厨1卫,平层,板楼,1995年建/板楼,已购公房,顶层 (共6层),60.07㎡,平乐园小区,朝阳北工大,2011-08-08,一梯两户,简装,360
70年,非共有,119123,无,暂无数据,已上传房本照片,普通住宅,满五年,西,集中供暖,2018-08-27,2室1厅1厨1卫,平层,板楼,1989年建/板楼,商品房,中楼层 (共6层),63.8㎡,三里河一区,西城月坛,2011-04-26,一梯三户,其他,760
70年,非共有,61368,有,无抵押,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2018-08-27,1室1厅1厨1卫,平层,板塔结合,1995年建/板塔结合,已购公房,高楼层 (共12层),51.33㎡,甜水园北里,朝阳甜水园,2015-06-30,两梯十户,精装,315
70年,共有,102237,有,有抵押 630万元 邮政银行 客户偿还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-21,3室2厅1厨2卫,平层,板楼,2002年建/板楼,商品房,中楼层 (共20层),156.5㎡,天兆家园,海淀西直门,2004-04-30,两梯两户,精装,1600
70年,共有,111050,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-23,3室2厅1厨2卫,平层,板楼,2000年建/板楼,商品房,中楼层 (共7层),144.08㎡,美丽园,海淀四季青,2005-03-16,一梯两户,精装,1600
70年,非共有,55851,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-08-15,3室1厅1厨2卫,平层,塔楼,2004年建/塔楼,商品房,中楼层 (共26层),137.69㎡,北苑家园茉藜园,朝阳北苑,2009-10-12,三梯十户,精装,769
70年,非共有,32967,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-19,3室2厅1厨2卫,平层,板楼,2003年建/板楼,商品房,高楼层 (共13层),169.87㎡,天通西苑三区,昌平天通苑,2009-04-30,一梯两户,精装,560
70年,非共有,44310,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-18,3室2厅1厨2卫,平层,板楼,2008年建/板楼,商品房,中楼层 (共11层),144.44㎡,顺驰领海,大兴黄村北,2010-11-02,一梯两户,精装,640
70年,非共有,86449,有,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-08-14,2室2厅1厨2卫,平层,塔楼,2005年建/塔楼,商品房,中楼层 (共20层),121.46㎡,海悦名门,朝阳农展馆,2008-03-12,四梯八户,精装,1050
70年,非共有,50756,有,无抵押,已上传房本照片,普通住宅,未满两年,南,集中供暖,2018-08-10,2室1厅1厨1卫,平层,板楼,2005年建/板楼,已购公房,高楼层 (共16层),92.6㎡,和光里,丰台五里店,2017-07-18,两梯四户,简装,470
70年,非共有,57121,有,暂无数据,已上传房本照片,普通住宅,满两年,东南,集中供暖,2018-08-11,2室1厅1厨1卫,平层,板塔结合,2007年建/板塔结合,商品房,中楼层 (共11层),75.28㎡,空港吉祥花园,顺义后沙峪,2014-09-26,一梯四户,精装,430
70年,共有,72551,有,有抵押 60万元 公积金 业主自还,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-08-12,2室2厅1厨1卫,平层,板塔结合,2007年建/板塔结合,商品房,低楼层 (共26层),100.62㎡,远洋山水,石景山鲁谷,2015-08-04,两梯四户,精装,730
70年,非共有,60842,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-10,3室1厅1厨1卫,平层,板塔结合,1984年建/板塔结合,已购公房,低楼层 (共15层),91.22㎡,延静西里,朝阳红庙,2002-09-19,一梯五户,简装,555
